0,0.139222875
10,0.063583539
20,0.472503098
30,0.205360454
40,13.20618662
50,427.7907735
60,1562.805901
70,1245.533039
80,1531.997165
90,1378.435234
100,1211.704763
110,1084.755112
120,963.1672846
180,706.3986749
240,669.0647833
360,596.104315
480,547.9494575
600,505.937783
900,434.0240704
1200,402.7908928
1500,352.1604286
1800,343.6283602
2100,306.9122374
3944,251.4387211
